Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Year,Month,Day
411000,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2016,2016-06-01,8.42,2016,6,1
334037,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2015,2015-06-01,10.46,2015,6,1
667658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2019-20,2019-12-01,21.56,2019,12,1
643619,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2019,2019-06-01,11.73,2019,6,1
877160,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2023,2023-01-01,14.37432322,2023,1,1
877162,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2022-23,2022-12-01,17.32271887,2022,12,1
167560,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2009,2008-12-01,22.17,2008,12,1
167678,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2011,2010-12-01,21.48,2010,12,1
213451,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,2014-06-01,12.93,2014,6,1
336874,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2015,2015-01-01,18.17,2015,1,1
172627,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2010,2009-12-01,25.31,2009,12,1
172083,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2009,2009-06-01,23.14,2009,6,1
172729,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2013,2012-12-01,22.72,2012,12,1
171641,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2010-11,2010-12-01,32.58,2010,12,1
549929,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2017,2017-01-01,20.69,2017,1,1
876944,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2023,2023-01-01,18.41015665,2023,1,1
742246,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2020-21,2020-12-01,7.362022469,2020,12,1
177829,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2010,2010-06-01,12.11,2010,6,1
410881,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2016,2015-12-31,7.94,2015,12,31
173753,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2013,2013-06-01,11.38,2013,6,1
605843,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2018,2018-01-01,8.16,2018,1,1
410872,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2016,2015-12-31,7.5,2015,12,31
667592,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2019-20,2019-12-01,26.15,2019,12,1
877166,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2023,2023-01-01,18.53025849,2023,1,1
877168,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2022-23,2022-12-01,23.56166841,2022,12,1
336851,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2015,2015-06-01,16.44,2015,6,1
336761,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2015,2015-06-01,16.41,2015,6,1
165999,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2012-13,2012-12-01,27.64,2012,12,1
167592,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2010,2009-12-01,25.16,2009,12,1
667591,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2020,2020-01-01,19.14,2020,1,1
667322,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2019-20,2019-12-01,22.59,2019,12,1
336627,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2014-15,2014-12-01,23.7,2014,12,1
172722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2013,2012-12-01,20.19,2012,12,1
172076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2009,2009-06-01,19.51,2009,6,1
171634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2010-11,2010-12-01,30.26,2010,12,1
549908,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2017,2017-01-01,18.31,2017,1,1
741039,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021-01-01,17.11865235,2021,1,1
336636,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2014-15,2014-12-01,26.39,2014,12,1
172717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2013,2012-12-01,19.89,2012,12,1
549893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2017,2017-01-01,19.15,2017,1,1
179425,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2010,2009-12-01,30.58,2009,12,1
876905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01,16.38828037,2023,1,1
177333,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2012-13,2012-12-01,11.85,2012,12,1
874433,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2022-23,2022-12-01,5.26452039,2022,12,1
649775,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2019,2019-06-01,7.02,2019,6,1
178478,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2010,2009-12-01,7.99,2009,12,1
334064,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2015,2015-06-01,8.29,2015,6,1
410750,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2015-16,2015-12-01,8.71,2015,12,1
410813,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2015-16,2015-12-01,9.71,2015,12,1
742240,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2020-21,2020-12-01,7.904579176,2020,12,1
177938,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2013,2013-06-01,10.17,2013,6,1
179804,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2015,2015-01-01,36.4,2015,1,1
179791,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,102,Northeast Bronx,2015,2015-01-01,1.6,2015,1,1
167614,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2010,2009-12-01,22.59,2009,12,1
643634,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2019,2019-06-01,11.56,2019,6,1
167607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2010,2009-12-01,24.03,2009,12,1
667754,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2019-20,2019-12-01,26.94,2019,12,1
643667,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2019,2019-06-01,13.24,2019,6,1
336734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2015,2015-06-01,29.69,2015,6,1
166014,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2012-13,2012-12-01,26.37,2012,12,1
643598,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2019,2019-06-01,14.89,2019,6,1
877104,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2023,2023-06-01,22.22098615,2023,6,1
667687,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2020,2020-01-01,15.48,2020,1,1
167666,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2011,2010-12-01,24.23,2010,12,1
167548,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2009,2008-12-01,25.63,2008,12,1
667753,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2020,2020-01-01,16.79,2020,1,1
741051,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2021,2021-01-01,16.37635707,2021,1,1
667172,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2019-20,2019-12-01,26.6,2019,12,1
876919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2022-23,2022-12-01,20.01117466,2022,12,1
874475,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2022-23,2022-12-01,8.367823453,2022,12,1
742186,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2020-21,2020-12-01,7.310411539,2020,12,1
130420,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2013,2013-01-01,67.4,2013,1,1
742187,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2021,2021-06-01,9.081263915,2021,6,1
174119,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2009,2008-12-01,10.47,2008,12,1
669682,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2020,2020-01-01,5.97,2020,1,1
605942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2018,2018-01-01,7.68,2018,1,1
169495,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2012,2012-06-01,10.51,2012,6,1
169554,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2013,2013-06-01,10.44,2013,6,1
823540,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2022,2022-06-01,6.682984067,2022,6,1
170387,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2012,2011-12-01,9.07,2011,12,1
175418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2012-13,2012-12-01,22.24,2012,12,1
176552,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2010,2009-12-01,20.21,2009,12,1
177789,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Summer 2009,2009-06-01,10.95,2009,6,1
178587,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2013,2012-12-01,9.73,2012,12,1
876893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2023,2023-01-01,19.11270949,2023,1,1
876895,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2022-23,2022-12-01,24.34243033,2022,12,1
643352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2019,2019-06-01,16.21,2019,6,1
643346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,14.34,2019,6,1
876889,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,2022-12-01,23.31389388,2022,12,1
876887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2023,2023-01-01,16.98747135,2023,1,1
336497,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2015,2015-06-01,16.04,2015,6,1
212418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2014,2014-06-01,15.79,2014,6,1
213417,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2014,2014-06-01,17.33,2014,6,1
166759,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2011,2011-06-01,20.25,2011,6,1
166700,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2010,2010-06-01,21.71,2010,6,1
179806,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,305,Upper East Side,2015,2015-01-01,39.4,2015,1,1
178534,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2012,2011-12-01,9.13,2011,12,1
178547,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2012,2011-12-01,11.19,2011,12,1
823319,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2022,2022-06-01,7.129036078,2022,6,1
178536,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2012,2011-12-01,9.59,2011,12,1
823313,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Summer 2022,2022-06-01,7.191219229,2022,6,1
166688,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2010,2010-06-01,34.62,2010,6,1
166747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,2011-06-01,34.67,2011,6,1
336523,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2015,2015-01-01,19.71,2015,1,1
176529,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2009,2008-12-01,29.9,2008,12,1
667177,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2020,2020-01-01,18.77,2020,1,1
336556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2015,2015-01-01,25.67,2015,1,1
336580,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2015,2015-01-01,19.09,2015,1,1
643353,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2018-19,2018-12-01,23.31,2018,12,1
876894,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2023,2023-06-01,14.78195865,2023,6,1
176602,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2011,2010-12-01,25.3,2010,12,1
336517,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2015,2015-01-01,20.83,2015,1,1
643347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2018-19,2018-12-01,23.23,2018,12,1
876888,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2023,2023-06-01,12.30403871,2023,6,1
412495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2016,2015-12-31,24.81,2015,12,31
410817,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2016,2016-06-01,9.8,2016,6,1
410847,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2016,2016-06-01,6.87,2016,6,1
177890,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2011,2011-06-01,10.59,2011,6,1
410846,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2015-16,2015-12-01,5.92,2015,12,1
742273,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2020-21,2020-12-01,6.331845777,2020,12,1
177869,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,2011-06-01,11.05,2011,6,1
410783,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2015-16,2015-12-01,7.03,2015,12,1
130402,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,106,High Bridge - Morrisania,2013,2013-01-01,19.7,2013,1,1
130442,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,3,Manhattan,2013,2013-01-01,50.6,2013,1,1
179585,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2012,2012-06-01,11.85,2012,6,1
823281,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2021-22,2021-12-01,6.73795274,2021,12,1
177921,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2012,2012-06-01,11.54,2012,6,1
410815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2016,2015-12-31,9.02,2015,12,31
605741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2018,2018-01-01,8.14,2018,1,1
742241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2021,2021-06-01,9.802277018,2021,6,1
605744,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2018,2018-01-01,8.94,2018,1,1
410848,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2016,2015-12-31,5.98,2015,12,31
605774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2018,2018-01-01,6.06,2018,1,1
742274,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2021,2021-06-01,7.246336585,2021,6,1
177932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2012,2012-06-01,9.41,2012,6,1
605810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2018,2018-01-01,7.06,2018,1,1
174179,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2011,2010-12-01,10.77,2010,12,1
174111,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2009,2008-12-01,11.1,2008,12,1
874583,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Summer 2023,2023-06-01,9.187970378,2023,6,1
174127,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2009,2008-12-01,12.18,2008,12,1
649845,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2018-19,2018-12-01,8.16,2018,12,1
742520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2021,2021-06-01,8.684350721,2021,6,1
411094,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2016,2015-12-31,7.82,2015,12,31
823573,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2022,2022-06-01,5.864384211,2022,6,1
823570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2022,2022-06-01,6.105169073,2022,6,1
170397,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2012,2011-12-01,8.4,2011,12,1
170398,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2012,2011-12-01,8.35,2011,12,1
410785,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2016,2015-12-31,6.75,2015,12,31
605711,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,2018-01-01,6.55,2018,1,1
876910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2022-23,2022-12-01,18.29529819,2022,12,1
212431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,2014-06-01,13.79,2014,6,1
876972,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2023,2023-06-01,6.471941886,2023,6,1
643431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2018-19,2018-12-01,13.95,2018,12,1
667279,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2020,2020-01-01,10.55,2020,1,1
176546,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2009,2008-12-01,14.68,2008,12,1
176630,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2011,2010-12-01,14.27,2010,12,1
212453,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2014,2014-06-01,7.44,2014,6,1
336847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2015,2015-01-01,20.65,2015,1,1
643587,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2018-19,2018-12-01,25.02,2018,12,1
643626,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2018-19,2018-12-01,24.72,2018,12,1
877167,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2023,2023-06-01,14.24285143,2023,6,1
213424,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2014,2014-06-01,17.27,2014,6,1
213442,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2014,2014-06-01,16.08,2014,6,1
667771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2020,2020-01-01,17.63,2020,1,1
336850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2015,2015-01-01,21.21,2015,1,1
166743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2011,2011-06-01,29.44,2011,6,1
412659,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2016,2016-06-01,22.85,2016,6,1
412658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2015-16,2015-12-01,29.1,2015,12,1
177795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2009,2009-06-01,12.26,2009,6,1
177249,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2010-11,2010-12-01,14.0,2010,12,1
177796,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2009,2009-06-01,13.16,2009,6,1
177260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2010-11,2010-12-01,10.28,2010,12,1
178604,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2013,2012-12-01,7.61,2012,12,1
334002,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2014-15,2014-12-01,8.1,2014,12,1
334087,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2015,2015-01-01,8.93,2015,1,1
605845,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2017-18,2017-12-01,9.21,2017,12,1
179782,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,210,Coney Island - Sheepshead Bay,2015,2015-01-01,0.7,2015,1,1
179798,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,106,High Bridge - Morrisania,2015,2015-01-01,12.9,2015,1,1
178552,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2012,2011-12-01,11.32,2011,12,1
823469,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2022,2022-06-01,5.548223949,2022,6,1
178562,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2012,2011-12-01,7.36,2011,12,1
823244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2022,2022-06-01,7.359813119,2022,6,1
823247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2022,2022-06-01,7.592961678,2022,6,1
178530,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2012,2011-12-01,10.26,2011,12,1
412698,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2016,2016-06-01,15.53,2016,6,1
336601,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2015,2015-01-01,13.55,2015,1,1
176598,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2011,2010-12-01,26.67,2010,12,1
643335,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2018-19,2018-12-01,23.89,2018,12,1
179420,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2009,2008-12-01,33.89,2008,12,1
